CODE_IRIS_2009,CODE_IRIS_2010,CODE_IRIS_2011,CODE_IRIS_2012,CODE_IRIS_2013,CODE_IRIS_2014,CODE_IRIS_2015,CODE_IRIS_2016,CODE_IRIS_2017,CODE_IRIS_2018,CODE_IRIS_2019
244560000,244560000,244560000,244560000,244560000,244560000,244560000,244560000,244560000,244560000,244560000
244570000,244570000,244570000,244570000,244570000,244570000,244570000,244570000,244570000,244570000,244570000
244580000,244580000,244580000,244580000,244580000,244580000,244580000,244580000,244580000,244580000,244580000
244590000,244590000,244590000,244590000,244590000,244590000,244590000,244590000,244590000,244590000,244590000
244600000,244600000,244600000,244600000,244600000,244600000,244600000,244600000,244600000,244600000,244600000
244610000,244610000,244610000,244610000,244610000,244610000,244610000,244610000,244610000,244610000,244610000
244620000,244620000,244620000,244620000,244620000,244620000,244620000,244620000,244620000,244620000,244620000
244630000,244630000,244630000,244630000,244630000,244630000,244630000,244630000,244630000,244630000,244630000
244640000,244640000,244640000,244640000,244640000,244640000,244640000,244640000,244640000,244640000,244640000
244650000,244650000,244650000,244650000,244650000,244650000,244650000,244650000,244650000,244650000,244650000
244660000,244660000,244660000,244660000,244660000,244660000,244660000,244660000,244660000,244660000,244660000
244680000,244680000,244680000,244680000,244680000,244680000,244680000,244680000,244680000,244680000,244680000
244700000,244700000,244700000,244700000,244700000,244700000,244700000,244700000,244700000,244700000,244700000
244710000,244710000,244710000,244710000,244710000,244710000,244710000,244710000,244710000,244710000,244710000
244720000,244720000,244720000,244720000,244720000,244720000,244720000,244720000,244720000,244720000,244720000
244730000,244730000,244730000,244730000,244730000,244730000,244730000,244730000,244730000,244730000,244730000
244740000,244740000,244740000,244740000,244740000,244740000,244740000,244740000,244740000,244740000,244740000
244760000,244760000,244760000,244760000,244760000,244760000,244760000,244760000,244760000,244760000,244760000
244770000,244770000,244770000,244770000,244770000,244770000,244770000,244770000,244770000,244770000,244770000
244780000,244780000,244780000,244780000,244780000,244780000,244780000,244780000,244780000,244780000,244780000
244790000,244790000,244790000,244790000,244790000,244790000,244790000,244790000,244790000,244790000,244790000
244800000,244800000,244800000,244800000,244800000,244800000,244800000,244800000,244800000,244800000,244800000
244810000,244810000,244810000,244810000,244810000,244810000,244810000,244810000,244810000,244810000,244810000
244820000,244820000,244820000,244820000,244820000,244820000,244820000,244820000,244820000,244820000,244820000
244830000,244830000,244830000,244830000,244830000,244830000,244830000,244830000,244830000,244830000,244830000
244840000,244840000,244840000,244840000,244840000,244840000,244840000,244840000,244840000,244840000,244840000
244850000,244850000,244850000,244850000,244850000,244850000,244850000,244850000,244850000,244850000,244850000
244860000,244860000,244860000,244860000,244860000,244860000,244860000,244860000,244860000,244860000,244860000
244870000,244870000,244870000,244870000,244870000,244870000,244870000,244870000,244870000,244870000,244870000
244880000,244880000,244880000,244880000,244880000,244880000,244880000,244880000,244880000,244880000,244880000
244890000,244890000,244890000,244890000,244890000,244890000,244890000,244890000,244890000,244890000,244890000
243680000,243680000,243680000,243680000,243680000,243680000,243680000,243680000,244900000,244900000,244900000
241780000,241780000,241780000,241780000,241780000,241780000,241780000,241780000,244900000,244900000,244900000
244910000,244910000,244910000,244910000,244910000,244910000,244910000,244910000,244910000,244910000,244910000
244920000,244920000,244920000,244920000,244920000,244920000,244920000,244920000,244920000,244920000,244920000
244930000,244930000,244930000,244930000,244930000,244930000,244930000,244930000,244930000,244930000,244930000
244940000,244940000,244940000,244940000,244940000,244940000,244940000,244940000,244940000,244940000,244940000
244950000,244950000,244950000,244950000,244950000,244950000,244950000,244950000,244950000,244950000,244950000
244960000,244960000,244960000,244960000,244960000,244960000,244960000,244960000,244960000,244960000,244960000
244980000,244980000,244980000,244980000,244980000,244980000,244980000,244980000,244980000,244980000,244980000
244990000,244990000,244990000,244990000,244990000,244990000,244990000,244990000,244990000,244990000,244990000
245000000,245000000,245000000,245000000,245000000,245000000,245000000,245000000,245000000,245000000,245000000
245010000,245010000,245010000,245010000,245010000,245010000,245010000,245010000,245010000,245010000,245010000
245020000,245020000,245020000,245020000,245020000,245020000,245020000,245020000,245020000,245020000,245020000
245040000,245040000,245040000,245040000,245040000,245040000,245040000,245040000,245040000,245040000,245040000
245050000,245050000,245050000,245050000,245050000,245050000,245050000,245050000,245050000,245050000,245050000
245070000,245070000,245070000,245070000,245070000,245070000,245070000,245070000,245070000,245070000,245070000
245080000,245080000,245080000,245080000,245080000,245080000,245080000,245080000,245080000,245080000,245080000
245090000,245090000,245090000,245090000,245090000,245090000,245090000,245090000,245090000,245090000,245090000
245100000,245100000,245100000,245100000,245100000,245100000,245100000,245100000,245100000,245100000,245100000
245110000,245110000,245110000,245110000,245110000,245110000,245110000,245110000,245110000,245110000,245110000
245120000,245120000,245120000,245120000,245120000,245120000,245120000,245120000,245120000,245120000,245120000
245130000,245130000,245130000,245130000,245130000,245130000,245130000,245130000,245130000,245130000,245130000
245140000,245140000,245140000,245140000,245140000,245140000,245140000,245140000,245140000,245140000,245140000
245150000,245150000,245150000,245150000,245150000,245150000,245150000,245150000,245150000,245150000,245150000
245160000,245160000,245160000,245160000,245160000,245160000,245160000,245160000,245160000,245160000,245160000
245170000,245170000,245170000,245170000,245170000,245170000,245170000,245170000,245170000,245170000,245170000
245180000,245180000,245180000,245180000,245180000,245180000,245180000,245180000,245180000,245180000,245180000
245190000,245190000,245190000,245190000,245190000,245190000,245190000,245190000,245190000,245190000,245190000
245200101,245200101,245200101,245200101,245200101,245200101,245200101,245200101,245200101,245200101,245200101
245200102,245200102,245200102,245200102,245200102,245200102,245200102,245200102,245200102,245200102,245200102
245200103,245200103,245200103,245200103,245200103,245200103,245200103,245200103,245200103,245200103,245200103
245200104,245200104,245200104,245200104,245200104,245200104,245200104,245200104,245200104,245200104,245200104
245200105,245200105,245200105,245200105,245200105,245200105,245200105,245200105,245200105,245200105,245200105
245210000,245210000,245210000,245210000,245210000,245210000,245210000,245210000,245210000,245210000,245210000
245220000,245220000,245220000,245220000,245220000,245220000,245220000,245220000,245220000,245220000,245220000
245230000,245230000,245230000,245230000,245230000,245230000,245230000,245230000,245230000,245230000,245230000
245240000,245240000,245240000,245240000,245240000,245240000,245240000,245240000,245240000,245240000,245240000
245250000,245250000,245250000,245250000,245250000,245250000,245250000,245250000,245250000,245250000,245250000
245260000,245260000,245260000,245260000,245260000,245260000,245260000,245260000,245260000,245260000,245260000
245270000,245270000,245270000,245270000,245270000,245270000,245270000,245270000,245270000,245270000,245270000
245280000,245280000,245280000,245280000,245280000,245280000,245280000,245280000,245280000,245280000,245280000
245290000,245290000,245290000,245290000,245290000,245290000,245290000,245290000,245290000,245290000,245290000
245310000,245310000,245310000,245310000,245310000,245310000,245310000,245310000,245310000,245310000,245310000
245320000,245320000,245320000,245320000,245320000,245320000,245320000,245320000,245320000,245320000,245320000
245330000,245330000,245330000,245330000,245330000,245330000,245330000,245330000,245330000,245330000,245330000
241810000,241810000,241810000,241810000,241810000,241810000,241810000,241810000,241810000,241810000,245340000
245350000,245350000,245350000,245350000,245350000,245350000,245350000,245350000,245350000,245350000,245350000
245360000,245360000,245360000,245360000,245360000,245360000,245360000,245360000,245360000,245360000,245360000
245370000,245370000,245370000,245370000,245370000,245370000,245370000,245370000,245370000,245370000,245370000
245380000,245380000,245380000,245380000,245380000,245380000,245380000,245380000,245380000,245380000,245380000
242390000,242390000,242390000,242390000,242390000,242390000,242390000,245400000,245400000,245400000,245400000
245410000,245410000,245410000,245410000,245410000,245410000,245410000,245410000,245410000,245410000,245410000
245420000,245420000,245420000,245420000,245420000,245420000,245420000,245420000,245420000,245420000,245420000
245430000,245430000,245430000,245430000,245430000,245430000,245430000,245430000,245430000,245430000,245430000
245440000,245440000,245440000,245440000,245440000,245440000,245440000,245440000,245440000,245440000,245440000
245450000,245450000,245450000,245450000,245450000,245450000,245450000,245450000,245450000,245450000,245450000
245460000,245460000,245460000,245460000,245460000,245460000,245460000,245460000,245460000,245460000,245460000
245470101,245470101,245470101,245470101,245470101,245470101,245470101,245470101,245470101,245470101,245470101
245470102,245470102,245470102,245470102,245470102,245470102,245470102,245470102,245470102,245470102,245470102
245480000,245480000,245480000,245480000,245480000,245480000,245480000,245480000,245480000,245480000,245480000
245490000,245490000,245490000,245490000,245490000,245490000,245490000,245490000,245490000,245490000,245490000
245500000,245500000,245500000,245500000,245500000,245500000,245500000,245500000,245500000,245500000,245500000
245510000,245510000,245510000,245510000,245510000,245510000,245510000,245510000,245510000,245510000,245510000
245520000,245520000,245520000,245520000,245520000,245520000,245520000,245520000,245520000,245520000,245520000
245530000,245530000,245530000,245530000,245530000,245530000,245530000,245530000,245530000,245530000,245530000
240930000,240930000,240930000,240930000,240930000,240930000,240930000,240930000,245540000,245540000,245540000
245550000,245550000,245550000,245550000,245550000,245550000,245550000,245550000,245550000,245550000,245550000
245570101,245570101,245570101,245570101,245570101,245570101,245570101,245570101,245570101,245570101,245570101
245570102,245570102,245570102,245570102,245570102,245570102,245570102,245570102,245570102,245570102,245570102
245580000,245580000,245580000,245580000,245580000,245580000,245580000,245580000,245580000,245580000,245580000
245590000,245590000,245590000,245590000,245590000,245590000,245590000,245590000,245590000,245590000,245590000
245600000,245600000,245600000,245600000,245600000,245600000,245600000,245600000,245600000,245600000,245600000
245620000,245620000,245620000,245620000,245620000,245620000,245620000,245620000,245620000,245620000,245620000
245630000,245630000,245630000,245630000,245630000,245630000,245630000,245630000,245630000,245630000,245630000
245640000,245640000,245640000,245640000,245640000,245640000,245640000,245640000,245640000,245640000,245640000
245650000,245650000,245650000,245650000,245650000,245650000,245650000,245650000,245650000,245650000,245650000
245660000,245660000,245660000,245660000,245660000,245660000,245660000,245660000,245660000,245660000,245660000
245670000,245670000,245670000,245670000,245670000,245670000,245670000,245670000,245670000,245670000,245670000
245680000,245680000,245680000,245680000,245680000,245680000,245680000,245680000,245680000,245680000,245680000
245690000,245690000,245690000,245690000,245690000,245690000,245690000,245690000,245690000,245690000,245690000
245700000,245700000,245700000,245700000,245700000,245700000,245700000,245700000,245700000,245700000,245700000
245710000,245710000,245710000,245710000,245710000,245710000,245710000,245710000,245710000,245710000,245710000
245720000,245720000,245720000,245720000,245720000,245720000,245720000,245720000,245720000,245720000,245720000
245730000,245730000,245730000,245730000,245730000,245730000,245730000,245730000,245730000,245730000,245730000
245740000,245740000,245740000,245740000,245740000,245740000,245740000,245740000,245740000,245740000,245740000
245750000,245750000,245750000,245750000,245750000,245750000,245750000,245750000,245750000,245750000,245750000
245760000,245760000,245760000,245760000,245760000,245760000,245760000,245760000,245760000,245760000,245760000
245770000,245770000,245770000,245770000,245770000,245770000,245770000,245770000,245770000,245770000,245770000
245800000,245800000,245800000,245800000,245800000,245800000,245800000,245800000,245800000,245800000,245800000
245810000,245810000,245810000,245810000,245810000,245810000,245810000,245810000,245810000,245810000,245810000
245820000,245820000,245820000,245820000,245820000,245820000,245820000,245820000,245820000,245820000,245820000
245840000,245840000,245840000,245840000,245840000,245840000,245840000,245840000,245840000,245840000,245840000
245850000,245850000,245850000,245850000,245850000,245850000,245850000,245850000,245850000,245850000,245850000
245860000,245860000,245860000,245860000,245860000,245860000,245860000,245860000,245860000,245860000,245860000
245870000,245870000,245870000,245870000,245870000,245870000,245870000,245870000,245870000,245870000,245870000
250010000,250010000,250010000,250010000,250010000,250010000,250010000,250010000,250010000,250010000,250010000
250020000,250020000,250020000,250020000,250020000,250020000,250020000,250020000,250020000,250020000,250020000
250030000,250030000,250030000,250030000,250030000,250030000,250030000,250030000,250030000,250030000,250030000
250040000,250040000,250040000,250040000,250040000,250040000,250040000,250040000,250040000,250040000,250040000
250050000,250050000,250050000,250050000,250050000,250050000,250050000,250050000,250050000,250050000,250050000
250060000,250060000,250060000,250060000,250060000,250060000,250060000,250060000,250060000,250060000,250060000
250070000,250070000,250070000,250070000,250070000,250070000,250070000,250070000,250070000,250070000,250070000
250080000,250080000,250080000,250080000,250080000,250080000,250080000,250080000,250080000,250080000,250080000
250090000,250090000,250090000,250090000,250090000,250090000,250090000,250090000,250090000,250090000,250090000
250110000,250110000,250110000,250110000,250110000,250110000,250110000,250110000,250110000,250110000,250110000
250120000,250120000,250120000,250120000,250120000,250120000,250120000,250120000,250120000,250120000,250120000
250130000,250130000,250130000,250130000,250130000,250130000,250130000,250130000,250130000,250130000,250130000
250140000,250140000,250140000,250140000,250140000,250140000,250140000,250140000,250140000,250140000,250140000
250150000,250150000,250150000,250150000,250150000,250150000,250150000,250150000,250150000,250150000,250150000
250160000,250160000,250160000,250160000,250160000,250160000,250160000,250160000,250160000,250160000,250160000
250170000,250170000,250170000,250170000,250170000,250170000,250170000,250170000,250170000,250170000,250170000
250180000,250180000,250180000,250180000,250180000,250180000,250180000,250180000,250180000,250180000,250180000
250190000,250190000,250190000,250190000,250190000,250190000,250190000,250190000,250190000,250190000,250190000
250200000,250200000,250200000,250200000,250200000,250200000,250200000,250200000,250200000,250200000,250200000
250210000,250210000,250210000,250210000,250210000,250210000,250210000,250210000,250210000,250210000,250210000
250220000,250220000,250220000,250220000,250220000,250220000,250220000,250220000,250220000,250220000,250220000
250240000,250240000,250240000,250240000,250240000,250240000,250240000,250240000,250240000,250240000,250240000
250250000,250250000,250250000,250250000,250250000,250250000,250250000,250250000,250250000,250250000,250250000
250260000,250260000,250260000,250260000,250260000,250260000,250260000,250260000,250260000,250260000,250260000
250290000,250290000,250290000,250290000,250290000,250290000,250290000,250290000,250290000,250290000,250290000
250300000,250300000,250300000,250300000,250300000,250300000,250300000,250300000,250300000,250300000,250300000
250310101,250310101,250310101,250310101,250310101,250310101,250310101,250310101,250310101,250310101,250310101
250310102,250310102,250310102,250310102,250310102,250310102,250310102,250310102,250310102,250310102,250310102
250310103,250310103,250310103,250310103,250310103,250310103,250310103,250310103,250310103,250310103,250310103
250310104,250310104,250310104,250310104,250310104,250310104,250310104,250310104,250310104,250310104,250310104
250310105,250310105,250310105,250310105,250310105,250310105,250310105,250310105,250310105,250310105,250310105
250310106,250310106,250310106,250310106,250310106,250310106,250310106,250310106,250310106,250310106,250310106
250310107,250310107,250310107,250310107,250310107,250310107,250310107,250310107,250310107,250310107,250310107
250320000,250320000,250320000,250320000,250320000,250320000,250320000,250320000,250320000,250320000,250320000
250330000,250330000,250330000,250330000,250330000,250330000,250330000,250330000,250330000,250330000,250330000
250340000,250340000,250340000,250340000,250340000,250340000,250350000,250350000,250350000,250350000,250350000
250360000,250360000,250360000,250360000,250360000,250360000,250360000,250360000,250360000,250360000,250360000
250380000,250380000,250380000,250380000,250380000,250380000,250380000,250380000,250380000,250380000,250380000
250390000,250390000,250390000,250390000,250390000,250390000,250390000,250390000,250390000,250390000,250390000
250400000,250400000,250400000,250400000,250400000,250400000,250400000,250400000,250400000,250400000,250400000
250410000,250410000,250410000,250410000,250410000,250410000,250410000,250410000,250410000,250410000,250410000
250420000,250420000,250420000,250420000,250420000,250420000,250420000,250420000,250420000,250420000,250420000
250430000,250430000,250430000,250430000,250430000,250430000,250430000,250430000,250430000,250430000,250430000
250440000,250440000,250440000,250440000,250440000,250440000,250440000,250440000,250440000,250440000,250440000
250450000,250450000,250450000,250450000,250450000,250450000,250450000,250450000,250450000,250450000,250450000
250460000,250460000,250460000,250460000,250460000,250460000,250460000,250460000,250460000,250460000,250460000
250470101,250470101,250470101,250470101,250470101,250470101,250470101,250470101,250470101,250470101,250470101
250470102,250470102,250470102,250470102,250470102,250470102,250470102,250470102,250470102,250470102,250470102
250480000,250480000,250480000,250480000,250480000,250480000,250480000,250480000,250480000,250480000,250480000
250490000,250490000,250490000,250490000,250490000,250490000,250490000,250490000,250490000,250490000,250490000
250500000,250500000,250500000,250500000,250500000,250500000,250500000,250500000,250500000,250500000,250500000
250510000,250510000,250510000,250510000,250510000,250510000,250510000,250510000,250510000,250510000,250510000
250520000,250520000,250520000,250520000,250520000,250520000,250520000,250520000,250520000,250520000,250520000
250530000,250530000,250530000,250530000,250530000,250530000,250530000,250530000,250530000,250530000,250530000
250540000,250540000,250540000,250540000,250540000,250540000,250540000,250540000,250540000,250540000,250540000
250550000,250550000,250550000,250550000,250550000,250550000,250550000,250550000,250550000,250550000,250550000
250560101,250560101,250560101,250560101,250560101,250560101,250560101,250560101,250560101,250560101,250560101
250560102,250560102,250560102,250560102,250560102,250560102,250560102,250560102,250560102,250560102,250560102
250560103,250560103,250560103,250560103,250560103,250560103,250560103,250560103,250560103,250560103,250560103
250560104,250560104,250560104,250560104,250560104,250560104,250560104,250560104,250560104,250560104,250560104
250560105,250560105,250560105,250560105,250560105,250560105,250560105,250560105,250560105,250560105,250560105
250560201,250560201,250560201,250560201,250560201,250560201,250560201,250560201,250560201,250560201,250560201
250560301,250560301,250560301,250560301,250560301,250560301,250560301,250560301,250560301,250560301,250560301
250560302,250560302,250560302,250560302,250560302,250560302,250560302,250560302,250560302,250560302,250560302
250560303,250560303,250560303,250560303,250560303,250560303,250560303,250560303,250560303,250560303,250560303
250560304,250560304,250560304,250560304,250560304,250560304,250560304,250560304,250560304,250560304,250560304
250560401,250560401,250560401,250560401,250560401,250560401,250560401,250560401,250560401,250560401,250560401
250560402,250560402,250560402,250560402,250560402,250560402,250560402,250560402,250560402,250560402,250560402
250560501,250560501,250560501,250560501,250560501,250560501,250560501,250560501,250560501,250560501,250560501
250560502,250560502,250560502,250560502,250560502,250560502,250560502,250560502,250560502,250560502,250560502
250560503,250560503,250560503,250560503,250560503,250560503,250560503,250560503,250560503,250560503,250560503
250560504,250560504,250560504,250560504,250560504,250560504,250560504,250560504,250560504,250560504,250560504
250560505,250560505,250560505,250560505,250560505,250560505,250560505,250560505,250560505,250560505,250560505
250560506,250560506,250560506,250560506,250560506,250560506,250560506,250560506,250560506,250560506,250560506
250560601,250560601,250560601,250560601,250560601,250560601,250560601,250560601,250560601,250560601,250560601
250560701,250560701,250560701,250560701,250560701,250560701,250560701,250560701,250560701,250560701,250560701
250560702,250560702,250560702,250560702,250560702,250560702,250560702,250560702,250560702,250560702,250560702
250560703,250560703,250560703,250560703,250560703,250560703,250560703,250560703,250560703,250560703,250560703
250560801,250560801,250560801,250560801,250560801,250560801,250560801,250560801,250560801,250560801,250560801
250560802,250560802,250560802,250560802,250560802,250560802,250560802,250560802,250560802,250560802,250560802
250560803,250560803,250560803,250560803,250560803,250560803,250560803,250560803,250560803,250560803,250560803
250560804,250560804,250560804,250560804,250560804,250560804,250560804,250560804,250560804,250560804,250560804
250560805,250560805,250560805,250560805,250560805,250560805,250560805,250560805,250560805,250560805,250560805
250560901,250560901,250560901,250560901,250560901,250560901,250560901,250560901,250560901,250560901,250560901
250560902,250560902,250560902,250560902,250560902,250560902,250560902,250560902,250560902,250560902,250560902
250560903,250560903,250560903,250560903,250560903,250560903,250560903,250560903,250560903,250560903,250560903
250560904,250560904,250560904,250560904,250560904,250560904,250560904,250560904,250560904,250560904,250560904
250560905,250560905,250560905,250560905,250560905,250560905,250560905,250560905,250560905,250560905,250560905
250561001,250561001,250561001,250561001,250561001,250561001,250561001,250561001,250561001,250561001,250561001
250561002,250561002,250561002,250561002,250561002,250561002,250561002,250561002,250561002,250561002,250561002
250561003,250561003,250561003,250561003,250561003,250561003,250561003,250561003,250561003,250561003,250561003
250561004,250561004,250561004,250561004,250561004,250561004,250561004,250561004,250561004,250561004,250561004
250561005,250561005,250561005,250561005,250561005,250561005,250561005,250561005,250561005,250561005,250561005
250561101,250561101,250561101,250561101,250561101,250561101,250561101,250561101,250561101,250561101,250561101
250561102,250561102,250561102,250561102,250561102,250561102,250561102,250561102,250561102,250561102,250561102
250561103,250561103,250561103,250561103,250561103,250561103,250561103,250561103,250561103,250561103,250561103
250561104,250561104,250561104,250561104,250561104,250561104,250561104,250561104,250561104,250561104,250561104
250561105,250561105,250561105,250561105,250561105,250561105,250561105,250561105,250561105,250561105,250561105
250561201,250561201,250561201,250561201,250561201,250561201,250561201,250561201,250561201,250561201,250561201
250561202,250561202,250561202,250561202,250561202,250561202,250561202,250561202,250561202,250561202,250561202
250561203,250561203,250561203,250561203,250561203,250561203,250561203,250561203,250561203,250561203,250561203
250561204,250561204,250561204,250561204,250561204,250561204,250561204,250561204,250561204,250561204,250561204
250561205,250561205,250561205,250561205,250561205,250561205,250561205,250561205,250561205,250561205,250561205
250561206,250561206,250561206,250561206,250561206,250561206,250561206,250561206,250561206,250561206,250561206
250561207,250561207,250561207,250561207,250561207,250561207,250561207,250561207,250561207,250561207,250561207
250561208,250561208,250561208,250561208,250561208,250561208,250561208,250561208,250561208,250561208,250561208
250561209,250561209,250561209,250561209,250561209,250561209,250561209,250561209,250561209,250561209,250561209
250561210,250561210,250561210,250561210,250561210,250561210,250561210,250561210,250561210,250561210,250561210
250561301,250561301,250561301,250561301,250561301,250561301,250561301,250561301,250561301,250561301,250561301
250561401,250561401,250561401,250561401,250561401,250561401,250561401,250561401,250561401,250561401,250561401
250570101,250570101,250570101,250570101,250570101,250570101,250570101,250570101,250570101,250570101,250570101
250570102,250570102,250570102,250570102,250570102,250570102,250570102,250570102,250570102,250570102,250570102
250570103,250570103,250570103,250570103,250570103,250570103,250570103,250570103,250570103,250570103,250570103
250580000,250580000,250580000,250580000,250580000,250580000,250580000,250580000,250580000,250580000,250580000
250590000,250590000,250590000,250590000,250590000,250590000,250590000,250590000,250590000,250590000,250590000
250600000,250600000,250600000,250600000,250600000,250600000,250600000,250600000,250600000,250600000,250600000
250610000,250610000,250610000,250610000,250610000,250610000,250610000,250610000,250610000,250610000,250610000
250620000,250620000,250620000,250620000,250620000,250620000,250620000,250620000,250620000,250620000,250620000
250630000,250630000,250630000,250630000,250630000,250630000,250630000,250630000,250630000,250630000,250630000
250650000,250650000,250650000,250650000,250650000,250650000,250650000,250650000,250650000,250650000,250650000
250660000,250660000,250660000,250660000,250660000,250660000,250660000,250660000,250660000,250660000,250660000
250670000,250670000,250670000,250670000,250670000,250670000,250670000,250670000,250670000,250670000,250670000
250700000,250700000,250700000,250700000,250700000,250700000,250700000,250700000,250700000,250700000,250700000
250710000,250710000,250710000,250710000,250710000,250710000,250710000,250710000,250710000,250710000,250710000
250720000,250720000,250720000,250720000,250720000,250720000,250720000,250720000,250720000,250720000,250720000
250730000,250730000,250730000,250730000,250730000,250730000,250730000,250730000,250730000,250730000,250730000
250740000,250740000,250740000,250740000,250740000,250740000,250740000,250740000,250740000,250740000,250740000
250750000,250750000,250750000,250750000,250750000,250750000,250750000,250750000,250750000,250750000,250750000
250770000,250770000,250770000,250770000,250770000,250770000,250770000,250770000,250770000,250770000,250770000
255870000,255870000,255870000,255870000,255870000,255870000,255870000,255870000,255870000,250780000,250780000
250790000,250790000,250790000,250790000,250790000,250790000,250790000,250790000,250790000,250790000,250790000
250820000,250820000,250820000,250820000,250820000,250820000,250820000,250820000,250820000,250820000,250820000
250830000,250830000,250830000,250830000,250830000,250830000,250830000,250830000,250830000,250830000,250830000
250840000,250840000,250840000,250840000,250840000,250840000,250840000,250840000,250840000,250840000,250840000
250850000,250850000,250850000,250850000,250850000,250850000,250850000,250850000,250850000,250850000,250850000
250860000,250860000,250860000,250860000,250860000,250860000,250860000,250860000,250860000,250860000,250860000
250870000,250870000,250870000,250870000,250870000,250870000,250870000,250870000,250870000,250870000,250870000
250880000,250880000,250880000,250880000,250880000,250880000,250880000,250880000,250880000,250880000,250880000
250890000,250890000,250890000,250890000,250890000,250890000,250890000,250890000,250890000,250890000,250890000
250900000,250900000,250900000,250900000,250900000,250900000,250900000,250900000,250900000,250900000,250900000
250910000,250910000,250910000,250910000,250910000,250910000,250910000,250910000,250910000,250910000,250910000
250920000,250920000,250920000,250920000,250920000,250920000,250920000,250920000,250920000,250920000,250920000
250930000,250930000,250930000,250930000,250930000,250930000,250930000,250930000,250930000,250930000,250930000
250940000,250940000,250940000,250940000,250940000,250940000,250940000,250940000,250940000,250940000,250940000
250950000,250950000,250950000,250950000,250950000,250950000,250950000,250950000,250950000,250950000,250950000
250960000,250960000,250960000,250960000,250960000,250960000,250960000,250960000,250960000,250960000,250960000
250970000,250970000,250970000,250970000,250970000,250970000,250970000,250970000,250970000,250970000,250970000
250980000,250980000,250980000,250980000,250980000,250980000,250980000,250980000,250980000,250980000,250980000
250990000,250990000,250990000,250990000,250990000,250990000,250990000,250990000,250990000,250990000,250990000
251000000,251000000,251000000,251000000,251000000,251000000,251000000,251000000,251000000,251000000,251000000
251010000,251010000,251010000,251010000,251010000,251010000,251010000,251010000,251010000,251010000,251010000
251020000,251020000,251020000,251020000,251020000,251020000,251020000,251020000,251020000,251020000,251020000
251030000,251030000,251030000,251030000,251030000,251030000,251030000,251030000,251030000,251030000,251030000
251040000,251040000,251040000,251040000,251040000,251040000,251040000,251040000,251040000,251040000,251040000
251050000,251050000,251050000,251050000,251050000,251050000,251050000,251050000,251050000,251050000,251050000
251060000,251060000,251060000,251060000,251060000,251060000,251060000,251060000,251060000,251060000,251060000
251070000,251070000,251070000,251070000,251070000,251070000,251070000,251070000,251070000,251070000,251070000
251080000,251080000,251080000,251080000,251080000,251080000,251080000,251080000,251080000,251080000,251080000
251090000,251090000,251090000,251090000,251090000,251090000,251090000,251090000,251090000,251090000,251090000
251100000,251100000,251100000,251100000,251100000,251100000,251100000,251100000,251100000,251100000,251100000
251110000,251110000,251110000,251110000,251110000,251110000,251110000,251110000,251110000,251110000,251110000
251120000,251120000,251120000,251120000,251120000,251120000,251120000,251120000,251120000,251120000,251120000
251130000,251130000,251130000,251130000,251130000,251130000,251130000,251130000,251130000,251130000,251130000
251140000,251140000,251140000,251140000,251140000,251140000,251140000,251140000,251140000,251140000,251140000
251150000,251150000,251150000,251150000,251150000,251150000,251150000,251150000,251150000,251150000,251150000
251160000,251160000,251160000,251160000,251160000,251160000,251160000,251160000,251160000,251160000,251160000
251170000,251170000,251170000,251170000,251170000,251170000,251170000,251170000,251170000,251170000,251170000
251190000,251190000,251190000,251190000,251190000,251190000,251190000,251190000,251190000,251190000,251190000
251200000,251200000,251200000,251200000,251200000,251200000,251200000,251200000,251200000,251200000,251200000
251210000,251210000,251210000,251210000,251210000,251210000,251210000,251210000,251210000,251210000,251210000
251220000,251220000,251220000,251220000,251220000,251220000,251220000,251220000,251220000,251220000,251220000
251240000,251240000,251240000,251240000,251240000,251240000,251240000,251240000,251240000,251240000,251240000
251250000,251250000,251250000,251250000,251250000,251250000,251250000,251250000,251250000,251250000,251250000
251260000,251260000,251260000,251260000,251260000,251260000,251260000,251260000,251260000,251260000,251260000
251270000,251270000,251270000,251270000,251270000,251270000,251270000,251270000,251270000,251270000,251270000
251290000,251290000,251290000,251290000,251290000,251290000,251290000,251290000,251290000,251290000,251290000
251300000,251300000,251300000,251300000,251300000,251300000,251300000,251300000,251300000,251300000,251300000
251310000,251310000,251310000,251310000,251310000,251310000,251310000,251310000,251310000,251310000,251310000
251320000,251320000,251320000,251320000,251320000,251320000,251320000,251320000,251320000,251320000,251320000
251330000,251330000,251330000,251330000,251330000,251330000,251330000,251330000,251330000,251330000,251330000
251340000,251340000,251340000,251340000,251340000,251340000,251340000,251340000,251340000,251340000,251340000
251360000,251360000,251360000,251360000,251360000,251360000,251360000,251360000,251360000,251360000,251360000
251380000,251380000,251380000,251380000,251380000,251380000,251380000,251380000,251380000,251380000,251380000
251390000,251390000,251390000,251390000,251390000,251390000,251390000,251390000,251390000,251390000,251390000
251410000,251410000,251410000,251410000,251410000,251410000,251410000,251410000,251410000,251410000,251410000
251420000,251420000,251420000,251420000,251420000,251420000,251420000,251420000,251420000,251420000,251420000
251430000,251430000,251430000,251430000,251430000,251430000,251430000,251430000,251430000,251430000,251430000
251450000,251450000,251450000,251450000,251450000,251450000,251450000,251450000,251450000,251450000,251450000
255930000,255930000,255930000,255930000,255930000,255930000,255930000,255930000,251470000,251470000,251470000
